4;10;21;30;32;45;59;60;61;62;63;74;76;85;89;91
3;9;16;19;21;24;29;31;33;42;43;47;49;53;58;60;61;0;64;65;66;67;70;73;74;79;80;81;85;86;88;89;92;93;98;99
13;16;24;32;38;42;45;47;54;56;58;59;65;74;0;78;81;88;93;99
13;0;0;0;0;0;0;44;48;0;0;0;0;59;64;66;0;0;0;0;0;95
1;5;7;9;12;14;19;22;23;24;28;30;34;35;39;40;41;45;48;49;51;53;63;65;68;72;73;82;83;0;87;0;91;95;98
2;4;6;17;18;23;28;29;30;31;39;44;45;46;53;54;55;58;61;62;63;67;70;71;72;74;78;86;89;90;91;92;93;96;98
6;10;11;22;28;32;36;39;52;53;60;66;69;74;77;78;80;84;85;90;93;97;98;99
0;6;7;12;15;18;19;24;27;31;33;34;35;41;48;49;52;55;56;61;66;67;73;77;81;83;0;90;91
5;6;10;16;18;22;23;27;28;36;37;39;40;41;42;43;52;54;56;57;59;60;61;63;66;67;69;70;72;73;74;76;78;79;80;81;83;84;86;88;90;91;0;94;96;97;98;99
5;6;12;0;33;34;43;46;0;0;85;87;88;89;92;93;95;96;97;98;99
1;2;0;0;10;11;14;15;31;41;42;43;0;52;53;0;55;58;61;63;77;78;85;87;90;91;92;93;94;96
2;6;8;12;17;55;59;62;63;66;67;72;78;79;82;85;92;95;97;98;99
10;15;16;17;27;31;34;37;38;39;46;55;56;58;62;63;64;68;73;79;83;85;88;91;92;97;98
2;3;10;12;14;15;20;22;23;27;0;29;34;36;39;42;44;45;48;49;56;61;65;66;67;69;73;82;87;99
3;8;12;18;19;20;29;30;31;48;49;52;57;61;63;67;70;72;0;77;80;81;84;86;90;94;97
2;6;9;12;13;14;16;19;20;24;27;29;31;32;33;39;41;42;45;46;47;48;0;57;61;73;77;78;81;85;89;96;98
